tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_ac_field	measurement_positions	er_citation_names	magic_software_packages	measurement_temp	measurement_magn_moment	measurement_sd_y	measurement_inc	measurement_description	measurement_sd_z	measurement_dec	measurement_sd_x	measurement_csd	magic_instrument_codes	treatment_temp	treatment_dc_field	magic_method_codes	measurement_flag
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	4.59e-09	5.58e-11	-80.2		3.67e-11	005.1	1.42e-10	1.9	hargrave 2015-01-18 11:56:56	855.0	0	LT-T-Z:LP-DIR-T	g
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	4.49e-09	8.44e-11	-80.0		3.07e-11	004.0	1.28e-10	2.0	hargrave 2015-01-20 12:09:46	858.0	0	LT-T-Z:LP-DIR-T	g
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	4.40e-09	5.42e-11	-80.6		3.21e-11	008.1	1.20e-10	1.7	hargrave 2015-02-10 17:13:17	863.0	0	LT-T-Z:LP-DIR-T	g
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	4.05e-09	5.66e-11	-80.2		3.00e-11	004.8	1.35e-10	2.1	hargrave 2015-02-11 17:10:42	883.0	0	LT-T-Z:LP-DIR-T	g
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	3.85e-09	4.19e-11	-79.7		2.68e-11	359.5	9.90e-11	1.6	hargrave 2015-02-12 15:23:43	903.0	0	LT-T-Z:LP-DIR-T	g
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	3.46e-09	4.14e-11	-77.6		2.39e-11	356.2	9.10e-11	1.7	hargrave 2015-02-13 17:41:34	923.0	0	LT-T-Z:LP-DIR-T	g
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	2.70e-09	3.77e-11	-75.6		2.97e-11	347.7	5.89e-11	1.6	hargrave 2015-02-17 11:18:02	933.0	0	LT-T-Z:LP-DIR-T	g
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	1.95e-09	2.38e-11	-71.6		2.25e-11	336.3	5.01e-11	1.7	hargrave 2015-02-18 09:59:01	943.0	0	LT-T-Z:LP-DIR-T	g
Z30.3a	Z30.3	Z30	Khukh_Davaa	Z30.3a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	1.61e-10	3.04e-12	-38.9		2.23e-12	228.2	8.61e-12	3.1	hargrave 2015-02-19 12:44:55	953.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	8.56e-09	4.13e-10	-39.3		2.49e-10	23.6	4.49e-10	4.4		273	0	LT-NO:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	7.56e-09	4.24e-10	-42.2		1.47e-10	24.3	4.12e-10	4.6		77	0	LT-LT-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	8.97e-09	3.26e-10	-45.0		1.69e-10	20.2	3.72e-10	3.3		373.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	9.43e-09	4.17e-10	-45.4		1.86e-10	020.5	4.36e-10	3.8	hargrave 2014-10-22 14:44:43	423.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	9.45e-09	6.88e-10	-45.6		2.07e-10	017.6	5.26e-10	5.3	hargrave 2014-10-27 15:13:33	473.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	9.16e-09	6.43e-10	-45.8		1.92e-10	018.5	4.95e-10	5.2	hargrave 2014-10-28 12:37:01	523.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	8.65e-09	6.20e-10	-46.0		1.75e-10	020.3	4.74e-10	5.2	hargrave 2014-10-28 19:31:14	573.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	7.82e-09	3.81e-10	-46.5		1.57e-10	015.2	3.36e-10	3.8	hargrave 2014-10-29 19:44:46	623.0	0	LT-T-Z:LP-DIR-T	b
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	7.36e-09	4.32e-10	-47.0		1.38e-10	016.3	3.58e-10	4.4	hargrave 2014-11-03 16:04:21	673.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	6.82e-09	2.25e-10	-47.3		1.30e-10	015.2	2.16e-10	2.8	hargrave 2014-11-04 11:00:03	698.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	6.57e-09	4.63e-10	-50.1		2.00e-10	015.2	3.60e-10	5.3	hargrave 2014-11-10 11:43:09	723.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	5.83e-09	1.81e-10	-48.2		6.13e-11	014.1	1.39e-10	2.3	hargrave 2014-11-10 21:09:43	748.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	5.40e-09	4.02e-10	-49.0		5.90e-11	014.8	1.58e-10	4.6	hargrave 2014-11-13 10:36:09	773.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	4.90e-09	2.62e-10	-47.6		2.81e-10	017.3	2.10e-10	4.8	hargrave 2014-11-17 16:20:53	788.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	4.99e-09	8.10e-11	-49.4		5.70e-11	017.0	1.03e-10	1.6	hargrave 2014-11-24 17:10:07	803.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	4.86e-09	9.48e-11	-49.3		4.91e-11	015.4	1.25e-10	1.9	hargrave 2014-12-01 15:49:05	818.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	4.56e-09	1.33e-10	-49.8		6.34e-11	016.9	6.68e-11	2.0	hargrave 2014-12-01 23:39:55	823.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	4.44e-09	9.16e-11	-49.9		4.98e-11	017.1	9.80e-11	1.8	hargrave 2014-12-05 12:35:59	828.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	4.23e-09	6.28e-11	-50.3		4.38e-11	014.9	7.08e-11	1.3	hargrave 2014-12-06 12:31:18	833.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	4.11e-09	5.39e-11	-50.1		5.17e-11	014.5	9.29e-11	1.6	hargrave 2014-12-08 14:13:25	838.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	4.12e-09	6.86e-11	-50.5		5.32e-11	012.7	8.74e-11	1.6	hargrave 2014-12-08 21:05:39	843.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	3.99e-09	1.18e-10	-50.2		2.80e-11	014.5	5.94e-11	1.9	hargrave 2015-01-12 09:54:02	846.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	3.92e-09	9.68e-11	-51.3		1.96e-11	013.8	5.72e-11	1.6	hargrave 2015-01-14 13:13:27	849.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	3.85e-09	8.42e-11	-51.0		3.24e-11	014.0	7.91e-11	1.7	hargrave 2015-01-15 13:30:19	852.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	3.85e-09	8.75e-11	-51.0		4.70e-11	016.5	8.48e-11	1.9	hargrave 2015-01-18 11:58:20	855.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	3.72e-09	9.94e-11	-50.8		4.57e-11	014.9	8.12e-11	2.0	hargrave 2015-01-20 12:11:09	858.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	3.59e-09	4.38e-11	-51.3		4.17e-11	012.5	6.94e-11	1.4	hargrave 2015-02-10 17:15:08	863.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	3.16e-09	4.98e-11	-52.0		2.19e-11	016.8	4.20e-11	1.1	hargrave 2015-02-11 17:12:54	883.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	3.04e-09	3.63e-11	-52.3		2.75e-11	016.5	5.37e-11	1.2	hargrave 2015-02-12 15:25:35	903.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	2.68e-09	4.91e-11	-53.0		1.70e-11	012.9	4.58e-11	1.4	hargrave 2015-02-13 17:43:11	923.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	1.92e-09	3.07e-11	-55.6		1.12e-11	015.2	3.72e-11	1.3	hargrave 2015-02-17 11:19:32	933.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	1.34e-09	2.35e-11	-58.1		5.71e-12	012.2	2.48e-11	1.4	hargrave 2015-02-18 10:00:29	943.0	0	LT-T-Z:LP-DIR-T	g
Z30.4a	Z30.4	Z30	Khukh_Davaa	Z30.4a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	6.44e-11	4.88e-12	-17.9		4.48e-12	195.9	1.88e-12	5.9	hargrave 2015-02-19 12:46:25	953.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	7.90e-09	4.26e-10	-33.3		3.20e-11	43.6	4.56e-10	4.5		273	0	LT-NO:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	6.98e-09	3.35e-10	-39.2		4.14e-11	38.1	2.89e-10	3.6		77	0	LT-LT-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	7.90e-09	3.37e-10	-43.5		5.14e-11	31.0	2.29e-10	2.9		373.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	8.24e-09	3.63e-10	-44.6		4.17e-11	028.5	2.27e-10	2.9	hargrave 2014-10-22 14:46:21	423.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	8.21e-09	3.74e-10	-45.1		4.45e-11	027.4	2.03e-10	2.9	hargrave 2014-10-27 15:15:06	473.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	8.03e-09	3.18e-10	-45.5		4.10e-11	025.8	2.07e-10	2.6	hargrave 2014-10-28 12:38:33	523.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	7.62e-09	2.33e-10	-45.9		3.60e-11	025.0	1.35e-10	2.0	hargrave 2014-10-28 19:32:42	573.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	6.97e-09	4.00e-10	-46.7		3.10e-11	022.8	1.89e-10	3.6	hargrave 2014-10-29 19:46:17	623.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	6.56e-09	4.91e-10	-47.1		3.80e-11	024.7	2.49e-10	4.8	hargrave 2014-11-03 16:05:54	673.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	6.08e-09	2.52e-10	-47.6		3.00e-11	024.0	9.76e-11	2.5	hargrave 2014-11-04 11:01:45	698.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	5.91e-09	4.82e-10	-50.3		1.71e-10	023.3	2.74e-10	5.5	hargrave 2014-11-10 11:44:37	723.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	5.16e-09	2.16e-10	-47.7		6.76e-11	024.0	5.03e-11	2.5	hargrave 2014-11-10 21:11:15	748.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	4.81e-09	2.45e-10	-47.9		6.05e-11	023.7	4.57e-11	3.0	hargrave 2014-11-13 10:37:46	773.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	4.30e-09	2.52e-10	-46.3		2.02e-10	025.0	8.93e-11	3.8	hargrave 2014-11-17 16:22:26	788.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	4.44e-09	7.41e-11	-48.4		4.66e-11	024.0	6.39e-11	1.3	hargrave 2014-11-24 17:12:59	803.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	4.31e-09	8.96e-11	-48.6		5.74e-11	024.1	4.44e-11	1.5	hargrave 2014-12-01 15:50:39	818.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	3.94e-09	5.18e-11	-49.0		3.93e-11	024.5	4.82e-11	1.1	hargrave 2014-12-01 23:41:28	823.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	3.85e-09	9.60e-11	-49.2		4.04e-11	023.1	3.40e-11	1.6	hargrave 2014-12-05 12:37:44	828.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	3.65e-09	5.05e-11	-49.9		4.15e-11	021.2	5.16e-11	1.2	hargrave 2014-12-06 12:33:13	833.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	3.60e-09	7.60e-11	-49.4		3.38e-11	022.2	3.21e-11	1.3	hargrave 2014-12-08 14:14:59	838.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	3.60e-09	5.28e-11	-50.1		3.71e-11	024.2	5.24e-11	1.2	hargrave 2014-12-08 21:07:15	843.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	3.48e-09	7.00e-11	-50.0		4.80e-11	023.1	6.86e-11	1.7	hargrave 2015-01-12 09:55:52	846.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	3.45e-09	5.70e-11	-50.0		6.25e-11	022.8	6.42e-11	1.7	hargrave 2015-01-14 13:15:01	849.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	3.36e-09	5.97e-11	-50.3		4.70e-11	021.8	5.14e-11	1.5	hargrave 2015-01-15 13:31:59	852.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	3.38e-09	8.13e-11	-50.2		4.31e-11	023.9	4.92e-11	1.7	hargrave 2015-01-18 11:59:42	855.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	3.22e-09	9.57e-11	-50.2		3.56e-11	022.1	4.51e-11	1.9	hargrave 2015-01-20 12:12:28	858.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	3.10e-09	3.56e-11	-50.5		4.32e-11	021.6	4.67e-11	1.2	hargrave 2015-02-10 17:17:16	863.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	2.82e-09	7.38e-11	-51.3		3.44e-11	023.2	8.23e-11	2.3	hargrave 2015-02-11 17:14:55	883.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	2.68e-09	4.24e-11	-51.8		3.28e-11	022.0	2.97e-11	1.2	hargrave 2015-02-12 15:27:43	903.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	2.46e-09	3.72e-11	-53.2		4.55e-11	020.7	5.94e-11	1.9	hargrave 2015-02-13 17:44:51	923.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	1.67e-09	4.12e-11	-60.2		2.46e-11	022.8	2.24e-11	1.7	hargrave 2015-02-17 11:21:02	933.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	8.74e-10	1.62e-11	-61.0		1.59e-11	005.0	1.63e-11	1.8	hargrave 2015-02-18 10:02:06	943.0	0	LT-T-Z:LP-DIR-T	g
Z30.5a	Z30.5	Z30	Khukh_Davaa	Z30.5a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	1.23e-10	2.50e-12	-55.8		1.72e-12	046.9	3.79e-12	2.1	hargrave 2015-02-19 12:47:51	953.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	7.29e-09	3.86e-10	-40.7		7.08e-11	42.5	4.32e-10	4.5		273	0	LT-NO:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	6.53e-09	3.26e-10	-45.2		1.82e-11	36.8	3.34e-10	4.0		77	0	LT-LT-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	7.67e-09	2.46e-10	-49.1		2.97e-11	29.2	2.49e-10	2.6		373.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	8.02e-09	3.89e-10	-50.5		4.01e-11	026.8	3.15e-10	3.5	hargrave 2014-10-22 14:48:03	423.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	8.03e-09	2.97e-10	-51.3		4.96e-11	026.3	2.97e-10	3.0	hargrave 2014-10-27 15:16:42	473.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	7.95e-09	3.20e-10	-52.0		5.10e-11	024.9	2.87e-10	3.1	hargrave 2014-10-28 12:40:06	523.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	7.70e-09	3.12e-10	-52.6		3.69e-11	025.2	2.63e-10	3.0	hargrave 2014-10-28 19:34:10	573.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	7.06e-09	3.04e-10	-52.9		3.83e-11	021.8	2.36e-10	3.1	hargrave 2014-10-29 19:47:54	623.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	6.72e-09	3.26e-10	-53.9		3.06e-11	022.9	2.49e-10	3.5	hargrave 2014-11-03 16:07:37	673.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	6.28e-09	2.35e-10	-54.7		3.76e-11	021.8	1.73e-10	2.7	hargrave 2014-11-04 11:03:36	698.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	6.25e-09	4.41e-10	-57.5		1.77e-10	020.7	3.13e-10	5.1	hargrave 2014-11-10 11:46:05	723.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	5.55e-09	2.06e-10	-56.4		2.91e-11	020.1	8.25e-11	2.3	hargrave 2014-11-10 21:12:51	748.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	5.18e-09	1.67e-10	-56.6		3.48e-11	021.0	4.13e-11	1.9	hargrave 2014-11-13 10:39:20	773.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	4.67e-09	2.58e-10	-55.9		2.15e-10	022.2	1.36e-10	3.9	hargrave 2014-11-17 16:24:03	788.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	4.85e-09	8.57e-11	-57.1		2.10e-11	022.7	6.54e-11	1.2	hargrave 2014-11-24 17:14:29	803.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	4.74e-09	5.62e-11	-57.1		2.59e-11	021.4	4.40e-11	0.8	hargrave 2014-12-01 15:52:16	818.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	4.50e-09	4.61e-11	-57.7		2.53e-11	020.5	3.96e-11	0.7	hargrave 2014-12-01 23:43:06	823.0	0	LT-T-Z:LP-DIR-T	g
Z30.6a	Z30.6	Z30	Khukh_Davaa	Z30.6a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	4.31e-09	1.10e-10	-58.8		1.57e-11	020.0	6.83e-11	1.7	hargrave 2014-12-05 12:39:22	828.0	0	LT-T-Z:LP-DIR-T	g
