tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z30.3	Z30	Z30.3a	Z30.3a:LP-DIR-T	hargrave 2015-02-12 15:23:43	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	359.5		g	-79.7	3.85e-09	29	1	9.90e-11	4.19e-11	2.68e-11	273	0	0	903.0
This study	unknown	Z30.3	Z30	Z30.3a	Z30.3a:LP-DIR-T	hargrave 2015-02-13 17:41:34	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	356.2		g	-77.6	3.46e-09	30	1	9.10e-11	4.14e-11	2.39e-11	273	0	0	923.0
This study	unknown	Z30.3	Z30	Z30.3a	Z30.3a:LP-DIR-T	hargrave 2015-02-17 11:18:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	347.7		g	-75.6	2.70e-09	31	1	5.89e-11	3.77e-11	2.97e-11	273	0	0	933.0
This study	unknown	Z30.3	Z30	Z30.3a	Z30.3a:LP-DIR-T	hargrave 2015-02-18 09:59:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	336.3		g	-71.6	1.95e-09	32	1	5.01e-11	2.38e-11	2.25e-11	273	0	0	943.0
This study	unknown	Z30.3	Z30	Z30.3a	Z30.3a:LP-DIR-T	hargrave 2015-02-19 12:44:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	228.2		g	-38.9	1.61e-10	33	1	8.61e-12	3.04e-12	2.23e-12	273	0	0	953.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T		LT-NO:LP-DIR-T	pmagpy-3.2.1	4.4	23.6		g	-39.3	8.56e-09	1	1	4.49e-10	4.13e-10	2.49e-10	273	0	0	273
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T		LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	4.6	24.3		g	-42.2	7.56e-09	2	1	4.12e-10	4.24e-10	1.47e-10	273	0	0	77
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T		LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	20.2		g	-45.0	8.97e-09	3	1	3.72e-10	3.26e-10	1.69e-10	273	0	0	373.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-10-22 14:44:43	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.8	020.5		g	-45.4	9.43e-09	4	1	4.36e-10	4.17e-10	1.86e-10	273	0	0	423.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-10-27 15:13:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.3	017.6		g	-45.6	9.45e-09	5	1	5.26e-10	6.88e-10	2.07e-10	273	0	0	473.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-10-28 12:37:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.2	018.5		g	-45.8	9.16e-09	6	1	4.95e-10	6.43e-10	1.92e-10	273	0	0	523.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-10-28 19:31:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.2	020.3		g	-46.0	8.65e-09	7	1	4.74e-10	6.20e-10	1.75e-10	273	0	0	573.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-10-29 19:44:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.8	015.2		b	-46.5	7.82e-09	8	1	3.36e-10	3.81e-10	1.57e-10	273	0	0	623.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-11-03 16:04:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.4	016.3		g	-47.0	7.36e-09	9	1	3.58e-10	4.32e-10	1.38e-10	273	0	0	673.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-11-04 11:00:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	015.2		g	-47.3	6.82e-09	10	1	2.16e-10	2.25e-10	1.30e-10	273	0	0	698.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-11-10 11:43:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.3	015.2		g	-50.1	6.57e-09	11	1	3.60e-10	4.63e-10	2.00e-10	273	0	0	723.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-11-10 21:09:43	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	014.1		g	-48.2	5.83e-09	12	1	1.39e-10	1.81e-10	6.13e-11	273	0	0	748.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-11-13 10:36:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.6	014.8		g	-49.0	5.40e-09	13	1	1.58e-10	4.02e-10	5.90e-11	273	0	0	773.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-11-17 16:20:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.8	017.3		g	-47.6	4.90e-09	14	1	2.10e-10	2.62e-10	2.81e-10	273	0	0	788.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-11-24 17:10:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	017.0		g	-49.4	4.99e-09	15	1	1.03e-10	8.10e-11	5.70e-11	273	0	0	803.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-12-01 15:49:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	015.4		g	-49.3	4.86e-09	16	1	1.25e-10	9.48e-11	4.91e-11	273	0	0	818.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-12-01 23:39:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	016.9		g	-49.8	4.56e-09	17	1	6.68e-11	1.33e-10	6.34e-11	273	0	0	823.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-12-05 12:35:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	017.1		g	-49.9	4.44e-09	18	1	9.80e-11	9.16e-11	4.98e-11	273	0	0	828.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-12-06 12:31:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	014.9		g	-50.3	4.23e-09	19	1	7.08e-11	6.28e-11	4.38e-11	273	0	0	833.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-12-08 14:13:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	014.5		g	-50.1	4.11e-09	20	1	9.29e-11	5.39e-11	5.17e-11	273	0	0	838.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2014-12-08 21:05:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	012.7		g	-50.5	4.12e-09	21	1	8.74e-11	6.86e-11	5.32e-11	273	0	0	843.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-01-12 09:54:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	014.5		g	-50.2	3.99e-09	22	1	5.94e-11	1.18e-10	2.80e-11	273	0	0	846.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-01-14 13:13:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	013.8		g	-51.3	3.92e-09	23	1	5.72e-11	9.68e-11	1.96e-11	273	0	0	849.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-01-15 13:30:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	014.0		g	-51.0	3.85e-09	24	1	7.91e-11	8.42e-11	3.24e-11	273	0	0	852.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-01-18 11:58:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	016.5		g	-51.0	3.85e-09	25	1	8.48e-11	8.75e-11	4.70e-11	273	0	0	855.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-01-20 12:11:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	014.9		g	-50.8	3.72e-09	26	1	8.12e-11	9.94e-11	4.57e-11	273	0	0	858.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-02-10 17:15:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	012.5		g	-51.3	3.59e-09	27	1	6.94e-11	4.38e-11	4.17e-11	273	0	0	863.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-02-11 17:12:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	016.8		g	-52.0	3.16e-09	28	1	4.20e-11	4.98e-11	2.19e-11	273	0	0	883.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-02-12 15:25:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	016.5		g	-52.3	3.04e-09	29	1	5.37e-11	3.63e-11	2.75e-11	273	0	0	903.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-02-13 17:43:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	012.9		g	-53.0	2.68e-09	30	1	4.58e-11	4.91e-11	1.70e-11	273	0	0	923.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-02-17 11:19:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	015.2		g	-55.6	1.92e-09	31	1	3.72e-11	3.07e-11	1.12e-11	273	0	0	933.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-02-18 10:00:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	012.2		g	-58.1	1.34e-09	32	1	2.48e-11	2.35e-11	5.71e-12	273	0	0	943.0
This study	unknown	Z30.4	Z30	Z30.4a	Z30.4a:LP-DIR-T	hargrave 2015-02-19 12:46:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.9	195.9		g	-17.9	6.44e-11	33	1	1.88e-12	4.88e-12	4.48e-12	273	0	0	953.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T		LT-NO:LP-DIR-T	pmagpy-3.2.1	4.5	43.6		g	-33.3	7.90e-09	1	1	4.56e-10	4.26e-10	3.20e-11	273	0	0	273
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T		LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	3.6	38.1		g	-39.2	6.98e-09	2	1	2.89e-10	3.35e-10	4.14e-11	273	0	0	77
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T		LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	31.0		g	-43.5	7.90e-09	3	1	2.29e-10	3.37e-10	5.14e-11	273	0	0	373.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-10-22 14:46:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	028.5		g	-44.6	8.24e-09	4	1	2.27e-10	3.63e-10	4.17e-11	273	0	0	423.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-10-27 15:15:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	027.4		g	-45.1	8.21e-09	5	1	2.03e-10	3.74e-10	4.45e-11	273	0	0	473.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-10-28 12:38:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.6	025.8		g	-45.5	8.03e-09	6	1	2.07e-10	3.18e-10	4.10e-11	273	0	0	523.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-10-28 19:32:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	025.0		g	-45.9	7.62e-09	7	1	1.35e-10	2.33e-10	3.60e-11	273	0	0	573.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-10-29 19:46:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.6	022.8		g	-46.7	6.97e-09	8	1	1.89e-10	4.00e-10	3.10e-11	273	0	0	623.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-11-03 16:05:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.8	024.7		g	-47.1	6.56e-09	9	1	2.49e-10	4.91e-10	3.80e-11	273	0	0	673.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-11-04 11:01:45	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	024.0		g	-47.6	6.08e-09	10	1	9.76e-11	2.52e-10	3.00e-11	273	0	0	698.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-11-10 11:44:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.5	023.3		g	-50.3	5.91e-09	11	1	2.74e-10	4.82e-10	1.71e-10	273	0	0	723.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-11-10 21:11:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	024.0		g	-47.7	5.16e-09	12	1	5.03e-11	2.16e-10	6.76e-11	273	0	0	748.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-11-13 10:37:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.0	023.7		g	-47.9	4.81e-09	13	1	4.57e-11	2.45e-10	6.05e-11	273	0	0	773.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-11-17 16:22:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.8	025.0		g	-46.3	4.30e-09	14	1	8.93e-11	2.52e-10	2.02e-10	273	0	0	788.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-11-24 17:12:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	024.0		g	-48.4	4.44e-09	15	1	6.39e-11	7.41e-11	4.66e-11	273	0	0	803.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-12-01 15:50:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	024.1		g	-48.6	4.31e-09	16	1	4.44e-11	8.96e-11	5.74e-11	273	0	0	818.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-12-01 23:41:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	024.5		g	-49.0	3.94e-09	17	1	4.82e-11	5.18e-11	3.93e-11	273	0	0	823.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-12-05 12:37:44	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	023.1		g	-49.2	3.85e-09	18	1	3.40e-11	9.60e-11	4.04e-11	273	0	0	828.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-12-06 12:33:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	021.2		g	-49.9	3.65e-09	19	1	5.16e-11	5.05e-11	4.15e-11	273	0	0	833.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-12-08 14:14:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	022.2		g	-49.4	3.60e-09	20	1	3.21e-11	7.60e-11	3.38e-11	273	0	0	838.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2014-12-08 21:07:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	024.2		g	-50.1	3.60e-09	21	1	5.24e-11	5.28e-11	3.71e-11	273	0	0	843.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-01-12 09:55:52	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	023.1		g	-50.0	3.48e-09	22	1	6.86e-11	7.00e-11	4.80e-11	273	0	0	846.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-01-14 13:15:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	022.8		g	-50.0	3.45e-09	23	1	6.42e-11	5.70e-11	6.25e-11	273	0	0	849.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-01-15 13:31:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	021.8		g	-50.3	3.36e-09	24	1	5.14e-11	5.97e-11	4.70e-11	273	0	0	852.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-01-18 11:59:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	023.9		g	-50.2	3.38e-09	25	1	4.92e-11	8.13e-11	4.31e-11	273	0	0	855.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-01-20 12:12:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	022.1		g	-50.2	3.22e-09	26	1	4.51e-11	9.57e-11	3.56e-11	273	0	0	858.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-10 17:17:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	021.6		g	-50.5	3.10e-09	27	1	4.67e-11	3.56e-11	4.32e-11	273	0	0	863.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-11 17:14:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	023.2		g	-51.3	2.82e-09	28	1	8.23e-11	7.38e-11	3.44e-11	273	0	0	883.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-12 15:27:43	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	022.0		g	-51.8	2.68e-09	29	1	2.97e-11	4.24e-11	3.28e-11	273	0	0	903.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-13 17:44:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	020.7		g	-53.2	2.46e-09	30	1	5.94e-11	3.72e-11	4.55e-11	273	0	0	923.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-17 11:21:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	022.8		g	-60.2	1.67e-09	31	1	2.24e-11	4.12e-11	2.46e-11	273	0	0	933.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-18 10:02:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	005.0		g	-61.0	8.74e-10	32	1	1.63e-11	1.62e-11	1.59e-11	273	0	0	943.0
This study	unknown	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-19 12:47:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	046.9		g	-55.8	1.23e-10	33	1	3.79e-12	2.50e-12	1.72e-12	273	0	0	953.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T		LT-NO:LP-DIR-T	pmagpy-3.2.1	4.5	42.5		g	-40.7	7.29e-09	1	1	4.32e-10	3.86e-10	7.08e-11	273	0	0	273
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T		LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	4.0	36.8		g	-45.2	6.53e-09	2	1	3.34e-10	3.26e-10	1.82e-11	273	0	0	77
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T		LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.6	29.2		g	-49.1	7.67e-09	3	1	2.49e-10	2.46e-10	2.97e-11	273	0	0	373.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-10-22 14:48:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.5	026.8		g	-50.5	8.02e-09	4	1	3.15e-10	3.89e-10	4.01e-11	273	0	0	423.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-10-27 15:16:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.0	026.3		g	-51.3	8.03e-09	5	1	2.97e-10	2.97e-10	4.96e-11	273	0	0	473.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-10-28 12:40:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	024.9		g	-52.0	7.95e-09	6	1	2.87e-10	3.20e-10	5.10e-11	273	0	0	523.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-10-28 19:34:10	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.0	025.2		g	-52.6	7.70e-09	7	1	2.63e-10	3.12e-10	3.69e-11	273	0	0	573.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-10-29 19:47:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.1	021.8		g	-52.9	7.06e-09	8	1	2.36e-10	3.04e-10	3.83e-11	273	0	0	623.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-11-03 16:07:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.5	022.9		g	-53.9	6.72e-09	9	1	2.49e-10	3.26e-10	3.06e-11	273	0	0	673.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-11-04 11:03:36	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.7	021.8		g	-54.7	6.28e-09	10	1	1.73e-10	2.35e-10	3.76e-11	273	0	0	698.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-11-10 11:46:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.1	020.7		g	-57.5	6.25e-09	11	1	3.13e-10	4.41e-10	1.77e-10	273	0	0	723.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-11-10 21:12:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	020.1		g	-56.4	5.55e-09	12	1	8.25e-11	2.06e-10	2.91e-11	273	0	0	748.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-11-13 10:39:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	021.0		g	-56.6	5.18e-09	13	1	4.13e-11	1.67e-10	3.48e-11	273	0	0	773.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-11-17 16:24:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.9	022.2		g	-55.9	4.67e-09	14	1	1.36e-10	2.58e-10	2.15e-10	273	0	0	788.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-11-24 17:14:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	022.7		g	-57.1	4.85e-09	15	1	6.54e-11	8.57e-11	2.10e-11	273	0	0	803.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-12-01 15:52:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	021.4		g	-57.1	4.74e-09	16	1	4.40e-11	5.62e-11	2.59e-11	273	0	0	818.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-12-01 23:43:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	020.5		g	-57.7	4.50e-09	17	1	3.96e-11	4.61e-11	2.53e-11	273	0	0	823.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-12-05 12:39:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	020.0		g	-58.8	4.31e-09	18	1	6.83e-11	1.10e-10	1.57e-11	273	0	0	828.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-12-06 12:36:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	018.9		g	-59.3	4.18e-09	19	1	4.52e-11	9.90e-11	1.79e-11	273	0	0	833.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-12-08 14:16:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	020.5		g	-59.3	4.08e-09	20	1	5.40e-11	8.98e-11	2.16e-11	273	0	0	838.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2014-12-08 21:08:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	018.4		g	-59.8	4.08e-09	21	1	3.88e-11	4.58e-11	1.80e-11	273	0	0	843.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-01-12 09:57:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	017.7		g	-60.1	3.98e-09	22	1	6.53e-11	5.14e-11	2.25e-11	273	0	0	846.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-01-14 13:16:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	018.8		g	-60.5	3.95e-09	23	1	4.49e-11	8.61e-11	3.37e-11	273	0	0	849.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-01-15 13:33:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	018.1		g	-60.8	3.90e-09	24	1	4.65e-11	1.06e-10	2.71e-11	273	0	0	852.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-01-18 12:01:12	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	020.5		g	-61.4	3.86e-09	25	1	5.94e-11	1.91e-10	2.43e-11	273	0	0	855.0
This study	unknown	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-01-20 12:13:45	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	019.3		g	-61.6	3.68e-09	26	1	4.85e-11	8.98e-11	2.22e-11	273	0	0	858.0
